"palabra","positivo","negativo","sentimiento"
"Soy talla 36-38 y me compre primero 38, me quedaron un poco grandes de cintura asi que me pedi en talla 36 en negro y celeste y los ocupo siempre. Son muy lindos, con linda caida, elasticados, de cintura alta ideal para usarlos con top y se ve hermoso. Quedan apegados al cuerpo!! Te forma una muy linda figura. Mido 1.58 y los uso con zapatillas con un poco de plataforma y se ven las piernas eternas!! Me quedan mas largos que la modelo pero no tanto como para doblarlos, los amo!
<U+2714> Sí, recomiendo este producto.",3,4,0
"Soy talla 36/38 y elegí talla 36 por los comentarios que leí y fue la mejor opción.
Queda casi estilo pitillo, la tela es elasticada y cómoda y queda muy lindo puesto pero la verdad esperaba algo un poco más ancho y algo más largo... mido
1.61 y me quedo un poco más arriba de los tobillos.
<U+2714> Sí, recomiendo este producto.",3,1,1
"Soy talla 36/38, como no había talla 36 compre la 38 y me quedó bien, como a la modelo de la foto realmente. Es el mismo color azul, grueso pero liviano, elasticado y buen calce. Recomiendo escoger la misma talla que eres. Además que una vez que te lo pones, empieza a dar.
<U+2714> Sí, recomiendo este producto.",1,0,1
"Soy talla 36|38 y compre 38 me quedo grande pero se veía bien, lo use 4 hrs y ahora me queda enorme suelto de todos lados... El lindo el pantalón pero creo que una talla o dos menos seria mejor pensando en que se agranda con el uso",1,0,1
"Soy talla 38 ... me pedí un 36 y me quedo perfecto (un poquito suelto ya que es tipo mom fit) , Ideal para personas que los pitillos les quedan apretados en las pantorrillas , estos quedan súper bien en piernas anchas, es tiro alto , unos 2cm arriba de mi ombligo . Pedí el azul 1 y me llego idéntico a la foto! Súper cómodo y buena tela . El modelo es Megan . Me llego en 7 días",3,1,1
"Soy talla 38 en el azul me quedo perfecto, el negro según comentarios compre una talla mas y me quedo perfecto igual
Los ameee!
<U+2714> Sí, recomiendo este producto.",1,3,0
"Soy talla 38 me quedaron grandes de cintura y cadera recomiendo una talla menos
<U+2714> Sí, recomiendo este producto.",0,0,0
"Soy talla 38 pero como los quiero mom jeans y no ajustados al cuerpo pedi un 40 y lo ocupo con un cinturón se ven bastante bien sueltecitos como debe quedar un mom si quieren algo pegado al cuerpo tipo skinny pescador pidan su talla original
<U+2714> Sí, recomiendo este producto.",1,0,1
"Soy talla 38 pero compré 40 en jeans negro guiándome por comentarios, me quedó gigante!
<U+2714> Sí, recomiendo este producto.",0,4,0
"Soy talla 38 pero los pedi 34 porque vi en los comentarios que son bastante elasticados y me el 34 me quedo perfecto. Lo pedí en azul. Son tiro alto y hace una forma muy linda. Lo que si es que son cortos, tal cual aparece en la foto, pero así los quería. Quede muy satisfecha",4,2,1
"Soy talla 38 y compre 40 y quedo super! Muy cómodo.
<U+2714> Sí, recomiendo este producto.",0,1,0
"Soy talla 38 y compré el negro en talla 40. Es bien estrecho, a pesar de comprar una talla más me queda justo! Pero me gusta. Soy pequeña de altura (1.58 app) y no me quedan tan largos
<U+2714> Sí, recomiendo este producto.",1,4,0
"Soy talla 38 y la talla corresponde (un poquito suelta) aunque por el modelo mom jeans creo que está bien , la tela no es rígida y muy suave, me encantó
<U+2714> Sí, recomiendo este producto.",1,1,0
"Soy talla 38 y leí comentarios así que pedí un 36. Me quedó increíble, el jeans más cómodo que he comprado en retail. A mi parecer sí tiene fit tipo mom, pero solo el fit, ya que la tela no es gruesa como un mom, pero tampoco es tan tan delgada. Respecto al tiro, es muy alto, me llega sobre el ombligo y eso es maravilloso. El largo también es bacán, me llega al tobillo (el jeans viene arremangado abajo como en la foto). La relación calidad-precio es muy adecuada, Creo que definitivamente compraré otro, solo que no sé si 1 o 2 jejeje
<U+2714> Sí, recomiendo este producto.",5,2,1
"Soy talla 38 y me compré mi talla en azul y me quedaron súper, similar a cómo se le ve a la chica de las fotos (son tiro alto y cubren apenas el ombligo) .. no se si ese estilo es tipo mom pero tienen bonito calce.. llegó un día antes de lo esperado
<U+2714> Sí, recomiendo este producto.",1,2,0
"Soy talla 38 y me quedó grande, y está lleno de motas...todas las pelusas se pegan en el pantalón, tampoco me agradó el calce del jeans",0,0,0
"Soy talla 38 y pedi esa misma talla en el color azul. Queda super bien y yo creo que despues la tela dará un poco, eso si, no queda tan al estilo mom ya que no son tan sueltos de piernas, pero son super lindos
<U+2714> Sí, recomiendo este producto.",1,0,1
"Soy talla 38 y seguí los comentarios, me pedí una talla menos, me quedaron bien pero no como mom sino como pitillo, pero tiene buen calze, es elásticado, igual queda lindo
<U+2714> Sí, recomiendo este producto.",1,0,1
"Soy talla 38, me guié por los comentarios y compré el negro talla 40, es elasticado y me quedó súper bien!! El color es demasiado lindo y con zapatillas altas queda bacan!!
<U+2714> Sí, recomiendo este producto.",1,3,0
"Soy talla 38, pedí este jeans en 38 y me quedo pequeño. Recomendaría pedir una talla más",1,0,1
"Soy talla 38/40, me compre 38 y me quedo justo, se trasluce y soy bajita,me quedo justo al tobillo, mido 1.59.",1,0,1
"Soy talla 40 en pantalón y me pedí un 38 quedó perfecto, ojalá hubieran más colores
<U+2714> Sí, recomiendo este producto.",1,0,1
"Soy talla 40 y compré la misma talla en el color azul 2. El jeans es lindo, elasticado, delgado y buena calidad lo malo es que estiro medio y se baja, a cada rato me lo debo subir :/. El envió súper rápido, llegó en 2 días.
<U+2714> Sí, recomiendo este producto.",3,1,1
"Soy talla 40 y no sabía si cómpralo o no me llegó ayer y me quedo super, solo que de las rodillas es un poco apretado pero se ve hermoso puesto
<U+2714> Sí, recomiendo este producto.",0,0,0
"Soy talla 40, el azul me quedo genial, el negro lo encargue una talla más (42), por los comentarios que leí por acá y tenían razón una talla más si quieres el negro !!!!.",1,3,0
"Soy talla 44 y me compré la misma talla en negro, me quedaron bastante bien y son elasticados, recomiendo que se compren la talla que son ya que el pantalón realmente da a no ser que sean de piernas muy gorditas ahí si seria bueno una talla más para que de él efecto Mom, de lo contrario queda como cualquier otro pantalón.
<U+2714> Sí, recomiendo este producto.",4,6,0
"Soy talla 46 de pantalón, me quedaron bellos.
<U+2714> Sí, recomiendo este producto.",0,0,0
"Su batería es duradera, hacer algún movimiento brusco puedes perder algún audífono :/",1,6,0
"Su calidad es excelente, la uso a diario y la comida queda muy bien cocinada el tamaño es el adecuado, la temperatura es muy buena y sus botones de excelente calidad, muy fácil limpiar y guardar
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en falabella.com.co",7,1,1
"Su conexión es super segura (Bluetooth) y su sonido es muy limpio. Lo recomiendo si quieres buen sonido y no lo recomiendo para alguien que busque bulla",1,1,0
"Su diseño no rompe con el esquema de la cocina,fácil de manipular con excelentes,resultados..
<U+2714> Sí, recomiendo este producto.",0,6,0
"Su precisión en realizar detalles es maravillosa
Lo utilizo ara hacer clases online con mi iPad y es genial
No se compara a otros que son alternativos (los cuales si sirven) pero esto realmente le da vida a mi iPad Air séptima generación 2019
Excelente compra!
<U+2714> Sí, recomiendo este producto.",3,0,1
"Suban más tallas 42 en azul!!!!!!",0,0,0
"Suena bastante fuerte sin sacrificar mucho la calidad del audio. Ademas es potable y la batería dura lo necesario.
<U+2714> Sí, recomiendo este producto.",2,1,1
"Suena bien todo impecable echo de menos el dock pero es un detalle, para que suene filete tienes que subirlo al máximo y bajarle.dos veces ya que pierde el bajo pero sigue sonando mejor que varios con esa pérdida de bajos, lo tengo hace un año y ningún problema se me queda a la interperie le a caído cerveza cenizas etc y niun drama
<U+2714> Sí, recomiendo este producto.",3,2,1
"Suena bien, pero tiene mucha interferencia y por esto se escucha cortado siempre.
Batería buena.",0,1,0
"suena increíble para ser tan pequeño, la batería dura bastante
<U+2714> Sí, recomiendo este producto.",1,0,1
"Suena maravilloso, pequeño y potente.
<U+2714> Sí, recomiendo este producto.",5,0,1
"Suena muy bien y se puede llevar a todos lados, la batería dura bastante, lo recomiendo.
<U+2714> Sí, recomiendo este producto.",1,1,0
"Suena perfecto y es fácil de transportar
<U+2714> Sí, recomiendo este producto.",1,0,1
"Sugerencias del modo de utilizar la maquina, no hay tutoriales y el manual impreso no es claro.
<U+2714> Sí, recomiendo este producto.",0,0,0
"Sumamente Cómodo, el extra bass suena increíble. La batería dura bastante y es resistente al agua. Qué mejor??? Totalmente recomendado. No hay nada que suene tan bien a éste precio.
<U+2714> Sí, recomiendo este producto.",4,2,1
"Súper bonitos me compre un azul y un negro en talla 38 pero como soy bajita 1.53 me quedaron loarnos no tanto se pueden usar así pero es mejor hacerles una basta",1,3,0
"Súper buen horno relación precio calidad, trae una topo tenaza para sacar bandejas sin quemarse. Calienta súper los alimentos y es fácil de limpiar gracias a la bandeja que trae abajo, para sacar y limpiar. Buenísimo
<U+2714> Sí, recomiendo este producto.",3,0,1
"Súper buen horno, es más espacioso de lo que creía, las cocciones andan bien. Precio calidad súper.",1,0,1
"Súper buen producto , el spiedo es
Genial , hay que ponerle papel aluminio en la bandeja de abajo para que dure más .",3,0,1
"Súper buen producto, cumple lo que dice, no se queda pegado y me salvo esta pandemia con la tv.",0,1,0
"Super buen producto, hacemos pan cada 2 días, hasta ahora nada que decir.....ocupamos otras recetas, no puedo opinar del recetario que trae",1,2,0
"Super buen producto, lo ocupo dia por medio y cero problemas, casi un año ya. Solo hay que acostumbrarse al horno y temperaturas y todo queda exquisito :D
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",1,0,1
"Súper buen producto, lo utilizo para hacer jugos y resulta súper práctica además de fácil de usar",1,0,1
"Super buen producto. Solo un detalle: el timer que mide el tiempo no suena lo suficientemente fuerte.",0,0,0
"Súper buena, igual vale la pena solo si la compras con un descuento ya que es una versión antigua, pero igual funciona correctamente y rápida :)
<U+2714> Sí, recomiendo este producto.",3,1,1
"super buena, mejor compra de cuarentena",0,0,0
"Super buena! Solo hay que cuidarla, pero no se demora ni 10 segundos en triturar las frutas. Me encanta!",0,0,0
"Súper bueno el pantalón es súper elástica do recomiendo pedirse una talla menos porque de verdad estira mucho la tela es súper fresca y es tiro alto súper bonitos y cómodos los ame.
<U+2714> Sí, recomiendo este producto.",4,1,1
"Súper bueno puedo ver ahora todas las películas de mi computador en la tv
<U+2714> Sí, recomiendo este producto.",3,0,1
"Super cómodas y la talla perfecta. Me gustaría que fueran un poco menos gruesas para que no dieran calor en verano
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en reebok.com",0,0,0
"Súper cómodo y queda lindo es push up y bien ajustado a la piel <U+2764><U+FE0F>
<U+2714> Sí, recomiendo este producto.",2,0,1
"Super cómodo y queda perfecto!!! Me encantó la tela
<U+2714> Sí, recomiendo este producto.",1,0,1
"Súper cómodo, igual al de la foto, talla normal y es muy bonito, se puede usar con el dobles en los pies, o dejarlo más largo.",0,1,0
"Super cómodos 100% recomendables.
<U+2714> Sí, recomiendo este producto.",0,0,0
"Super cómodos y de buena calidad. Había leído unos comentarios de elegir una talla más, yo compré el azul en talla 38 (usualmente estoy entre el 36 y 38) pero me quedo suelto asique tuve que hacer pinzas",1,0,1
"super comodos y lindos, sirven para hacer ejercicio y para salir
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en reebok.com",1,0,1
"Súper compacta y fácil de usar, ideal para parejas, prepare papas duquesas y quedaron maravillosas en menos de 20 minutos",0,0,0
"Súper contenta con la freidora, la probé para hacer papas fritas, use papas congeladas tipo gajo, sin descongelar, le agregue 1 cucharada de aceite y un poco de sal antes de colocarlas en la olla, las revolví bien y puse en la maquina, las di vuelta dos veces durante los 20 minutos que las tuve y quedaron espectaculares. No he preparado otras comidas, pero yo la compre para vitar el exceso de uso de aceite al cocinar papas fritas o rebozados y lo que vi funcionó perfecto. 100% Recomendable.",4,1,1
"Super elasricado y cómodo, compre talla 36 y me quedo perfecto
<U+2714> Sí, recomiendo este producto.",1,0,1
"super elasticado de todo mi gusto por pocas lukas....emilia
<U+2714> Sí, recomiendo este producto.",1,0,1
"super fácil de ocupar, la tinta dura mucho, que se conecte a wifi facilita la impresión completamente, se puede usar desde el celu!
<U+2714> Sí, recomiendo este producto.",3,0,1
"Súper fácil de usar ,si tienes en casa una TV básica bueno con este aparato la conviertes en Smart..fácil de configurar y lo puede cargar con la misma TV.",4,0,1
"Super facil de usar y cumple totalmente mis expectativas. Solo es un poco ruidosa",0,0,0
"Súper fácil de usar y tienes todo en el televisor! Me encantó para mí tv no Smart
<U+2714> Sí, recomiendo este producto.",0,0,0
"Súper fácil de usar, todas las funciones las hago desde internet.
<U+2714> Sí, recomiendo este producto.",0,0,0
"Súper lindo el color y muy buena la tela, excelente relación calidad-precio.",2,1,1
"super lindo, elasticidad, el calze es perfecto, compre azul mas oscuro me encanto! comprare otro.
<U+2714> Sí, recomiendo este producto.",3,0,1
"Super liviano y fácil de trasladar. Ideal para transformar Tv en SmartTv.
<U+2714> Sí, recomiendo este producto.",0,0,0
"Súper liviano, rápido, muy buen equipo para fines universitarios
<U+2714> Sí, recomiendo este producto.",0,1,0
"Súper liviano, se prende y apaga muy rápido, la batería dura mucho.
Muy conforme con mi compra.
Además estuvo listo para retiro el mismo día de la compra
<U+2714> Sí, recomiendo este producto.",0,1,0
"Super malo, se cae todo por abajo dejando la embarrada mas encima queda mojada la licuadora dándote la corriente.... pesimo",0,1,0
"Súper producto a un precio increíble. El pan delicioso sin esfuerzo, masa para pizza riquísima. Recomendado al 100%
Publicada originalmente en falabella.com.co",4,1,1
"Super recomendable. Imprime rapido y en buena calidad.
<U+2714> Sí, recomiendo este producto.",1,0,1
