"","Palabra","negative","positive","positivo","negativo"
"8787","feliz",0,1,1,0
"8788","y",0,0,0,0
"8789","la",0,0,0,0
"8790","recomiendo",0,0,1,0
"8791","u",0,0,0,0
"8792","2714",0,0,0,0
"8793","s",0,0,0,0
"8794","recomiendo",0,0,1,0
"8795","este",0,0,0,0
"8796","producto",0,0,0,0
"8797","me",0,0,0,0
"8798","gusto",0,1,1,0
"8799","mucho",0,0,0,0
"8800","esta",0,0,0,0
"8801","cama",0,0,0,0
"8802","la",0,0,0,0
"8803","tengo",0,0,0,0
"8804","desde",0,0,0,0
"8805","hace",0,0,0,0
"8806","4",0,0,0,0
"8807","meses",0,0,0,0
"8808","y",0,0,0,0
"8809","sigo",0,0,0,0
"8810","contento",0,1,1,0
"8811","con",0,0,0,0
"8812","la",0,0,0,0
"8813","compra",0,0,0,0
"8814","que",0,0,0,0
"8815","ise",0,0,0,0
"8816","ademas",0,0,0,0
"8817","es",0,0,0,0
"8818","facil",0,0,1,0
"8819","de",0,0,0,0
"8820","armar",0,0,0,0
"8821","y",0,0,0,0
"8822","mucha",0,0,0,0
"8823","mas",0,0,0,0
"8824","comodas",0,0,1,0
"8825","que",0,0,0,0
"8826","otras",0,0,0,0
"8827","camas",0,0,0,0
"8828","u",0,0,0,0
"8829","2714",0,0,0,0
"8830","s",0,0,0,0
"8831","recomiendo",0,0,1,0
"8832","este",0,0,0,0
"8833","producto",0,0,0,0
"8834","la",0,0,0,0
"8835","foto",0,0,0,0
"8836","ni",0,0,0,0
"8837","se",0,0,0,0
"8838","parece",0,0,0,0
"8839","encarge",0,0,0,0
"8840","el",0,0,0,0
"8841","m",0,0,0,0
"8842","s",0,0,0,0
"8843","oscuro",0,0,0,0
"8844","y",0,0,0,0
"8845","llego",0,0,0,0
"8846","uno",0,0,0,0
"8847","claro",0,0,0,0
"8848","y",0,0,0,0
"8849","la",0,0,0,0
"8850","talla",0,0,0,0
"8851","40",0,0,0,0
"8852","parece",0,0,0,0
"8853","un",0,0,0,0
"8854","44",0,0,0,0
"8855","la",0,0,0,0
"8856","tengo",0,0,0,0
"8857","y",0,0,0,0
"8858","no",0,0,0,0
"8859","hemos",0,0,0,0
"8860","vuelto",0,0,0,0
"8861","a",0,0,0,0
"8862","comprar",0,0,0,0
"8863","pan",1,0,0,0
"8864","estamos",0,0,0,0
"8865","felices",0,0,1,0
"8866","es",0,0,0,0
"8867","muy",1,0,0,0
"8868","buena",0,0,1,0
"8869","u",0,0,0,0
"8870","2714",0,0,0,0
"8871","s",0,0,0,0
"8872","recomiendo",0,0,1,0
"8873","este",0,0,0,0
"8874","producto",0,0,0,0
"8875","es",0,0,0,0
"8876","muy",1,0,0,0
"8877","f",0,0,0,0
"8878","cil",0,0,0,0
"8879","de",0,0,0,0
"8880","instalar",0,0,0,0
"8881","y",0,0,0,0
"8882","usar",0,0,0,0
"8883","me",0,0,0,0
"8884","impresion",0,0,0,0
"8885","lo",0,0,0,0
"8886","amigable",0,0,1,0
"8887","del",0,0,0,0
"8888","proceso",0,0,0,0
"8889","de",0,0,0,0
"8890","llenado",0,0,0,0
"8891","de",0,0,0,0
"8892","tinta",0,0,0,0
"8893","as",0,1,0,0
"8894","como",0,0,0,0
"8895","la",0,0,0,0
"8896","calidad",0,0,0,0
"8897","del",0,0,0,0
"8898","documento",0,0,0,0
"8899","final",0,0,0,0
"8900","hasta",0,0,0,0
"8901","ahora",0,0,0,0
"8902","excelente",0,1,1,0
"8903","compra",0,0,0,0
"8904","que",0,0,0,0
"8905","siga",0,0,0,0
"8906","as",0,1,0,0
"8907","por",0,0,0,0
"8908","mucho",0,0,0,0
"8909","tiempo",0,0,0,0
"8910","gracias",0,0,0,0
"8911","tambi",0,0,0,0
"8912","n",0,0,0,0
"8913","por",0,0,0,0
"8914","una",0,0,0,0
"8915","entrega",0,1,0,0
"8916","sin",0,0,0,0
"8917","problemas",0,0,0,1
"8918","y",0,0,0,0
"8919","en",0,0,0,0
"8920","forma",0,1,0,0
"8921","segura",0,0,0,0
"8922","u",0,0,0,0
"8923","2714",0,0,0,0
"8924","s",0,0,0,0
"8925","recomiendo",0,0,1,0
"8926","este",0,0,0,0
"8927","producto",0,0,0,0
"8928","lo",0,0,0,0
"8929","malo",1,0,0,1
"8930","es",0,0,0,0
"8931","que",0,0,0,0
"8932","se",0,0,0,0
"8933","filtran",0,0,0,0
"8934","los",0,0,0,0
"8935","l",0,0,0,0
"8936","quidos",0,0,0,0
"8937","y",0,0,0,0
"8938","se",0,0,0,0
"8939","termino",0,0,0,0
"8940","por",0,0,0,0
"8941","quemar",0,0,0,1
"8942","trae",0,0,0,0
"8943","un",0,0,0,0
"8944","manual",0,0,0,0
"8945","claro",0,0,0,0
"8946","que",0,0,0,0
"8947","facilita",0,0,1,0
"8948","su",0,0,0,0
"8949","instalaci",0,0,0,0
"8950","n",0,0,0,0
"8951","u",0,0,0,0
"8952","2714",0,0,0,0
"8953","s",0,0,0,0
"8954","recomiendo",0,0,1,0
"8955","este",0,0,0,0
"8956","producto",0,0,0,0
"8957","tal",0,0,0,0
"8958","cual",0,0,0,0
"8959","como",0,0,0,0
"8960","se",0,0,0,0
"8961","ve",0,0,0,0
"8962","en",0,0,0,0
"8963","la",0,0,0,0
"8964","foto",0,0,0,0
"8965","me",0,0,0,0
"8966","compre",0,0,0,0
"8967","talla",0,0,0,0
"8968","38",0,0,0,0
"8969","y",0,0,0,0
"8970","me",0,0,0,0
"8971","quedo",0,0,0,0
"8972","super",0,0,1,0
"8973","muy",1,0,0,0
"8974","lindo",0,1,1,0
"8975","y",0,0,0,0
"8976","el",0,0,0,0
"8977","sticado",0,0,0,0
"8978","u",0,0,0,0
"8979","2714",0,0,0,0
"8980","s",0,0,0,0
"8981","recomiendo",0,0,1,0
"8982","este",0,0,0,0
"8983","producto",0,0,0,0
"8984","muy",1,0,0,0
"8985","bueno",0,3,1,0
"8986","ste",0,0,0,0
"8987","producto",0,0,0,0
"8988","la",0,0,0,0
"8989","marca",0,0,0,0
"8990","reco",0,0,0,0
"8991","es",0,0,0,0
"8992","s",0,0,0,0
"8993","per",0,0,0,0
"8994","buena",0,0,1,0
"8995","a",0,0,0,0
"8996","os",0,0,0,0
"8997","atr",0,0,0,0
"8998","s",0,0,0,0
"8999","compr",0,0,0,0
"9000","con",0,0,0,0
"9001","falabella",0,0,0,0
"9002","una",0,0,0,0
"9003","m",0,0,0,0
"9004","quina",0,0,0,0
"9005","de",0,0,0,0
"9006","hacer",0,1,0,0
"9007","pan",1,0,0,0
"9008","tambi",0,0,0,0
"9009","n",0,0,0,0
"9010","marca",0,0,0,0
"9011","reco",0,0,0,0
"9012","y",0,0,0,0
"9013","son",0,0,0,0
"9014","super",0,0,1,0
"9015","buenos",0,0,1,0
"9016","creo",0,0,0,0
"9017","que",0,0,0,0
"9018","los",0,0,0,0
"9019","productos",0,0,0,0
"9020","deben",0,0,0,0
"9021","ser",0,0,0,0
"9022","usados",0,0,0,0
"9023","con",0,0,0,0
"9024","mucho",0,0,0,0
"9025","cuidado",0,0,0,0
"9026","y",0,0,0,0
"9027","mantenerlos",0,0,0,0
"9028","ojal",0,0,0,0
"9029","en",0,0,0,0
"9030","las",0,0,0,0
"9031","mejores",0,0,0,0
"9032","condiciones",0,0,0,0
"9033","para",0,0,0,0
"9034","que",0,0,0,0
"9035","nos",0,0,0,0
"9036","duren",0,0,0,0
"9037","muchas",0,0,0,0
"9038","gracias",0,0,0,0
"9039","publicada",0,0,0,0
"9040","originalmente",0,0,0,0
"9041","en",0,0,0,0
"9042","falabella.com.co",0,0,0,0
"9043","funciona",0,0,0,0
"9044","super",0,0,1,0
"9045","bien",0,0,1,0
"9046","y",0,0,0,0
"9047","lo",0,0,0,0
"9048","mejor",0,0,1,0
"9049","es",0,0,0,0
"9050","que",0,0,0,0
"9051","es",0,0,0,0
"9052","el",0,0,0,0
"9053","original",0,0,0,0
"9054","u",0,0,0,0
"9055","2714",0,0,0,0
"9056","s",0,0,0,0
"9057","recomiendo",0,0,1,0
"9058","este",0,0,0,0
"9059","producto",0,0,0,0
"9060","son",0,0,0,0
"9061","comodos",0,0,1,0
"9062","y",0,0,0,0
"9063","suaves",0,0,0,0
"9064","color",0,0,0,0
"9065","lindo",0,1,1,0
"9066","y",0,0,0,0
"9067","no",0,0,0,0
"9068","son",0,0,0,0
"9069","pesados",0,0,0,0
"9070","u",0,0,0,0
"9071","2714",0,0,0,0
"9072","s",0,0,0,0
"9073","recomiendo",0,0,1,0
"9074","este",0,0,0,0
"9075","producto",0,0,0,0
"9076","publicada",0,0,0,0
"9077","originalmente",0,0,0,0
"9078","en",0,0,0,0
"9079","adidas.com",0,0,0,0
"9080","muy",1,0,0,0
"9081","bellos",0,0,1,0
"9082","el",0,0,0,0
"9083","material",0,0,0,0
"9084","esta",0,0,0,0
"9085","genial",0,1,1,0
"9086","y",0,0,0,0
"9087","los",0,0,0,0
"9088","detalles",0,0,0,0
"9089","son",0,0,0,0
"9090","tal",0,0,0,0
"9091","cual",0,0,0,0
"9092","se",0,0,0,0
"9093","ven",0,0,0,0
"9094","en",0,0,0,0
"9095","las",0,0,0,0
"9096","fotos",0,0,0,0
"9097","u",0,0,0,0
"9098","2714",0,0,0,0
"9099","s",0,0,0,0
"9100","recomiendo",0,0,1,0
"9101","este",0,0,0,0
"9102","producto",0,0,0,0
"9103","me",0,0,0,0
"9104","compr",0,0,0,0
"9105","los",0,0,0,0
"9106","negros",0,0,0,0
"9107","es",0,0,0,0
"9108","de",0,0,0,0
"9109","esas",0,0,0,0
"9110","tela",0,0,0,0
"9111","que",0,0,0,0
"9112","atrapa",0,0,0,0
"9113","pelusa",0,0,0,0
"9114","y",0,0,0,0
"9115","eso",0,0,0,0
"9116","se",0,0,0,0
"9117","ve",0,0,0,0
"9118","horrible",6,0,0,1
"9119","no",0,0,0,0
"9120","recomiendo",0,0,1,0
"9121","esa",0,0,0,0
"9122","compra",0,0,0,0
"9123","muy",1,0,0,0
"9124","buen",0,0,1,0
"9125","producto",0,0,0,0
"9126","especialmente",0,0,0,0
"9127","para",0,0,0,0
"9128","personas",0,0,0,0
"9129","de",0,0,0,0
"9130","tercera",0,0,0,0
"9131","edad",0,0,0,0
"9132","u",0,0,0,0
"9133","2714",0,0,0,0
"9134","s",0,0,0,0
"9135","recomiendo",0,0,1,0
"9136","este",0,0,0,0
"9137","producto",0,0,0,0
"9138","es",0,0,0,0
"9139","muy",1,0,0,0
"9140","c",0,0,0,0
"9141","modo",0,0,0,0
"9142","el",0,0,0,0
"9143","colch",0,0,0,0
"9144","n",0,0,0,0
"9145","y",0,0,0,0
"9146","la",0,0,0,0
"9147","base",0,0,0,0
"9148","es",0,0,0,0
"9149","firme",0,2,1,0
"9150","u",0,0,0,0
"9151","2714",0,0,0,0
"9152","s",0,0,0,0
"9153","recomiendo",0,0,1,0
"9154","este",0,0,0,0
"9155","producto",0,0,0,0
"9156","excelente",0,1,1,0
"9157","estado",0,1,0,0
"9158","u",0,0,0,0
"9159","2714",0,0,0,0
"9160","s",0,0,0,0
"9161","recomiendo",0,0,0,0
"9162","este",0,0,0,0
"9163","producto",0,0,0,0
"9164","me",0,0,0,0
"9165","encant",0,0,0,0
"9166","llevo",0,0,1,0
"9167","dos",0,0,0,0
"9168","meses",0,0,0,0
"9169","con",0,0,0,0
"9170","el",0,0,0,0
"9171","horno",0,0,0,0
"9172","lo",0,0,0,0
"9173","ocupo",0,0,0,0
"9174","todos",0,0,0,0
"9175","los",0,0,0,0
"9176","d",0,0,0,0
"9177","as",0,1,0,0
"9178","las",0,0,0,0
"9179","carnes",0,0,0,0
"9180","y",0,0,0,0
"9181","verduras",0,0,0,0
"9182","quedan",0,0,0,0
"9183","en",0,0,0,0
"9184","su",0,0,0,0
"9185","punto",0,0,0,0
"9186","las",0,0,0,0
"9187","bandejas",0,0,0,0
"9188","tienen",0,0,0,0
"9189","un",0,0,0,0
"9190","sistema",0,0,0,0
"9191","para",0,0,0,0
"9192","no",0,0,0,0
"9193","se",0,0,0,0
"9194","caigan",0,0,0,0
"9195","mientras",0,0,0,0
"9196","uno",0,0,0,0
"9197","la",0,0,0,0
"9198","saca",0,0,0,0
"9199","evita",0,0,0,0
"9200","accidentes",0,0,0,0
"9201","el",0,0,0,0
"9202","fondo",1,0,0,0
"9203","es",0,0,0,0
"9204","curvo",0,0,0,0
"9205","permite",0,0,0,0
"9206","hacer",0,1,0,0
"9207","pizzas",0,0,0,0
"9208","grandes",0,0,0,0
"9209","redondas",0,0,0,0
"9210","se",0,0,0,0
"9211","puede",0,0,0,0
"9212","limpiar",0,1,0,0
"9213","de",0,0,0,0
"9214","manera",0,0,0,0
"9215","f",0,0,0,0
"9216","cil",0,0,0,0
"9217","el",0,0,0,0
"9218","liviano",0,0,0,0
"9219","tiene",0,0,0,0
"9220","espiedo",0,0,0,0
"9221","que",0,0,0,0
"9222","funciona",0,0,0,0
"9223","bkn",0,0,0,0
"9224","simplemente",0,0,0,0
"9225","lo",0,0,0,0
"9226","ame",0,0,0,0
"9227","los",0,0,0,0
"9228","recomiendo",0,0,1,0
"9229","al",0,0,0,0
"9230","100",0,0,0,0
"9231","buen",0,0,0,0
"9232","sima",0,0,0,0
"9233","funciona",0,0,0,0
"9234","s",0,0,0,0
"9235","per",0,0,0,0
"9236","r",0,0,0,0
"9237","pido",0,0,0,0
"9238","deja",0,0,0,0
"9239","la",0,0,0,0
"9240","comida",0,1,0,0
"9241","crocante",0,0,0,0
"9242","tres",0,0,0,0
"9243","meses",0,0,0,0
"9244","con",0,0,0,0
"9245","el",0,0,0,0
"9246","producto",0,0,0,0
"9247","e",0,0,0,0
"9248","impecable",0,2,1,0
"9249","funcionamiento",0,0,0,0
"9250","es",0,0,0,0
"9251","excelente",0,1,1,0
"9252","es",0,0,0,0
"9253","super",0,0,1,0
"9254","r",0,0,0,0
"9255","pido",0,0,0,0
"9256","la",0,0,0,0
"9257","bater",0,0,0,0
"9258","a",0,0,0,0
"9259","dura",0,0,0,0
"9260","mucho",0,0,0,0
"9261","lo",0,0,0,0
"9262","mejor",0,0,1,0
"9263","para",0,0,0,0
"9264","uso",0,0,0,0
"9265","universitario",0,0,0,0
"9266","es",0,0,0,0
"9267","confiable",0,0,1,0
"9268","y",0,0,0,0
"9269","lo",0,0,0,0
"9270","mejor",0,0,1,0
"9271","que",0,0,0,0
"9272","se",0,0,0,0
"9273","puede",0,0,0,0
"9274","actualizar",0,0,0,0
"9275","el",0,0,0,0
"9276","ssd",0,0,0,0
"9277","compramos",0,0,0,0
"9278","el",0,0,0,0
"9279","producto",0,0,0,0
"9280","y",0,0,0,0
"9281","es",0,0,0,0
"9282","muy",1,0,0,0
"9283","practico",0,0,1,0
"9284","en",0,0,0,0
"9285","habitaciones",0,0,0,0
"9286","grandes",0,0,0,0
"9287","para",0,0,0,0
"9288","que",0,0,0,0
"9289","mis",0,0,0,0
"9290","hijos",0,0,0,0
"9291","inviten",0,0,0,0
"9292","a",0,0,0,0
"9293","amigos",0,0,0,0
"9294","y",0,0,0,0
"9295","esten",0,0,0,0
"9296","comodos",0,0,1,0
"9297","buena",0,0,1,0
"9298","calidad",0,0,0,0
"9299","u",0,0,0,0
"9300","2714",0,0,0,0
"9301","s",0,0,0,0
"9302","recomiendo",0,0,1,0
"9303","este",0,0,0,0
"9304","producto",0,0,0,0
"9305","compre",0,0,0,0
"9306","talla",0,0,0,0
"9307","38",0,0,0,0
"9308","que",0,0,0,0
"9309","es",0,0,0,0
"9310","mi",0,0,0,0
"9311","talla",0,0,0,0
"9312","y",0,0,0,0
"9313","me",0,0,0,0
"9314","qued",0,0,0,0
"9315","bien",0,0,1,0
"9316","no",0,0,0,0
"9317","se",0,0,0,0
"9318","dejen",0,0,0,0
"9319","guiar",0,1,0,0
"9320","por",0,0,0,0
"9321","una",0,0,0,0
"9322","talla",0,0,0,0
"9323","menos",0,0,0,0
"9324","porque",0,0,0,0
"9325","la",0,0,0,0
"9326","idea",0,0,0,0
"9327","de",0,0,0,0
"9328","este",0,0,0,0
"9329","jeans",0,0,0,0
"9330","es",0,0,0,0
"9331","que",0,0,0,0
"9332","no",0,0,0,0
"9333","quede",0,0,0,0
"9334","ajustado",0,0,0,0
"9335","si",0,0,0,0
"9336","no",0,0,0,0
"9337","m",0,0,0,0
"9338","s",0,0,0,0
"9339","bien",0,0,1,0
"9340","un",0,0,0,0
"9341","poco",0,0,0,0
"9342","holgado",0,0,0,0
"9343","respecto",0,0,0,0
"9344","a",0,0,0,0
"9345","los",0,0,0,0
"9346","colores",0,0,0,0
"9347","azul",0,0,0,0
"9348","y",0,0,0,0
"9349","azul",0,0,0,0
"9350","1",0,0,0,0
"9351","me",0,0,0,0
"9352","gustar",0,0,1,0
"9353","a",0,0,0,0
"9354","saber",0,0,0,0
"9355","cu",0,0,0,0
"9356","l",0,0,0,0
"9357","es",0,0,0,0
"9358","la",0,0,0,0
"9359","diferencia",0,0,0,0
"9360","si",0,0,0,0
"9361","es",0,0,0,0
"9362","que",0,0,0,0
"9363","alguien",0,0,0,0
"9364","sabe",0,0,0,0
"9365","u",0,0,0,0
"9366","2714",0,0,0,0
"9367","s",0,0,0,0
"9368","recomiendo",0,0,1,0
"9369","este",0,0,0,0
"9370","producto",0,0,0,0
"9371","ste",0,0,0,0
"9372","horno",0,0,0,0
"9373","es",0,0,0,0
"9374","genial",0,1,1,0
"9375","porque",0,0,0,0
"9376","es",0,0,0,0
"9377","de",0,0,0,0
"9378","un",0,0,0,0
"9379","tama",0,0,0,0
"9380","o",0,0,0,0
"9381","perfecto",0,1,1,0
"9382","y",0,0,0,0
"9383","es",0,0,0,0
"9384","muy",1,0,0,0
"9385","r",0,0,0,0
"9386","pido",0,0,0,0
"9387","para",0,0,0,0
"9388","llegar",0,0,0,0
"9389","a",0,0,0,0
"9390","la",0,0,0,0
"9391","temperatura",0,0,0,0
"9392","ptima",0,0,0,0
"9393","puedo",0,0,0,0
"9394","cocinar",0,0,0,0
"9395","ricas",0,0,1,0
"9396","comidas",0,0,0,0
"9397","y",0,0,0,0
"9398","lo",0,0,0,0
"9399","mejor",0,0,1,0
"9400","cocer",0,0,0,0
"9401","pan",1,0,0,0
"9402","congelado",0,0,0,0
"9403","en",0,0,0,0
"9404","pocos",0,0,0,0
"9405","minutos",0,0,0,0
"9406","u",0,0,0,0
"9407","2714",0,0,0,0
"9408","s",0,0,0,0
"9409","recomiendo",0,0,1,0
"9410","este",0,0,0,0
"9411","producto",0,0,0,0
"9412","publicada",0,0,0,0
"9413","originalmente",0,0,0,0
"9414","en",0,0,0,0
"9415","sodimac.cl",0,0,0,0
"9416","son",0,0,0,0
"9417","de",0,0,0,0
"9418","buena",0,0,1,0
"9419","tela",0,0,0,0
"9420","y",0,0,0,0
"9421","su",0,0,0,0
"9422","calidad",0,0,0,0
"9423","excelente",0,1,1,0
"9424","u",0,0,0,0
"9425","2714",0,0,0,0
"9426","s",0,0,0,0
"9427","recomiendo",0,0,1,0
"9428","este",0,0,0,0
"9429","producto",0,0,0,0
"9430","buena",0,0,1,0
"9431","experiencia",0,0,1,0
"9432","con",0,0,0,0
"9433","este",0,0,0,0
"9434","producto",0,0,0,0
"9435","entrega",0,1,0,0
"9436","una",0,0,0,0
"9437","gran",0,0,0,0
"9438","opci",0,0,0,0
"9439","n",0,0,0,0
"9440","para",0,0,0,0
"9441","ver",0,0,0,0
"9442","en",0,0,0,0
"9443","cualquier",0,0,0,0
"9444","televisi",0,0,0,0
"9445","n",0,0,0,0
"9446","los",0,0,0,0
"9447","contenidos",0,0,0,0
"9448","de",0,0,0,0
"9449","ti",0,0,0,0
"9450","tel",0,0,0,0
"9451","fono",0,0,0,0
"9452","netflix",0,0,0,0
"9453","youtube",0,0,0,0
"9454","spotify",0,0,0,0
"9455","entre",0,0,0,0
"9456","otros",0,0,0,0
"9457","servicios",0,0,0,0
"9458","realmente",0,0,0,0
"9459","muy",1,0,0,0
"9460","c",0,0,0,0
"9461","modos",0,0,0,0
"9462","tiro",0,0,0,0
"9463","extra",0,1,0,0
"9464","largo",0,0,0,0
"9465","tela",0,0,0,0
"9466","eslasticada",0,0,0,0
"9467","y",0,0,0,0
"9468","gruesa",0,0,0,0
"9469","al",0,0,0,0
"9470","menos",0,0,0,0
"9471","los",0,0,0,0
"9472","negros",0,0,0,0
"9473","son",0,0,0,0
"9474","sueltos",0,0,0,0
"9475","de",0,0,0,0
"9476","pierna",0,0,0,0
"9477","soy",0,0,0,0
"9478","talla",0,0,0,0
"9479","40",0,0,0,0
"9480","leyendo",0,0,0,0
"9481","comentario",0,0,0,0
"9482","ped",0,0,0,0
"9483","un",0,0,0,0
"9484","38",0,0,0,0
"9485","y",0,0,0,0
"9486","quedaron",0,0,0,0
"9487","perfectos",0,0,1,0
"9488","creo",0,0,0,0
"9489","que",0,0,0,0
"9490","exist",0,0,0,0
"9491","an",0,0,0,0
"9492","en",0,0,0,0
"9493","azul",0,0,0,0
"9494","pero",0,0,0,0
"9495","ya",0,0,0,0
"9496","no",0,0,0,0
"9497","est",0,0,0,0
"9498","n",0,0,0,0
"9499","realmente",0,0,0,0
"9500","recomendados",0,0,1,0
"9501","yo",0,0,0,0
"9502","soy",0,0,0,0
"9503","38",0,0,0,0
"9504","40",0,0,0,0
"9505","compre",0,0,0,0
"9506","unos",0,0,0,0
"9507","azules",0,0,0,0
"9508","40",0,0,0,0
"9509","porque",0,0,0,0
"9510","lei",0,0,0,0
"9511","que",0,0,0,0
"9512","eran",0,0,0,0
"9513","medios",0,0,0,0
"9514","ajustados",0,0,0,0
"9515","pero",0,0,0,0
"9516","es",0,0,0,0
"9517","solo",0,0,0,0
"9518","de",0,0,0,0
"9519","piernas",0,0,0,0
"9520","porque",0,0,0,0
"9521","me",0,0,0,0
"9522","quedaron",0,0,0,0
"9523","grandes",0,0,0,0
"9524","de",0,0,0,0
"9525","todos",0,0,0,0
"9526","lados",0,0,0,0
"9527","y",0,0,0,0
"9528","de",0,0,0,0
"9529","gluteos",0,0,0,0
"9530","son",0,0,0,0
"9531","solo",0,0,0,0
"9532","ajustados",0,0,0,0
"9533","de",0,0,0,0
"9534","piernas",0,0,0,0
"9535","tendre",0,0,0,0
"9536","que",0,0,0,0
"9537","ver",0,0,0,0
"9538","cuando",0,0,0,0
"9539","ir",0,0,0,0
"9540","a",0,0,0,0
"9541","cambiarlos",0,0,0,0
"9542","ahora",0,0,0,0
"9543","u",0,0,0,0
"9544","2714",0,0,0,0
"9545","s",0,0,0,0
"9546","recomiendo",0,0,1,0
"9547","este",0,0,0,0
"9548","producto",0,0,0,0
"9549","buen",0,0,1,0
"9550","producto",0,0,0,0
"9551","f",0,0,0,0
"9552","cil",0,0,0,0
"9553","armado",1,1,0,0
"9554","practico",0,0,1,0
"9555","y",0,0,0,0
"9556","c",0,0,0,0
"9557","modo",0,0,0,0
"9558","calidad",0,0,0,0
"9559","100",0,0,0,0
"9560","u",0,0,0,0
"9561","2714",0,0,0,0
"9562","s",0,0,0,0
"9563","recomiendo",0,0,1,0
"9564","este",0,0,0,0
"9565","producto",0,0,0,0
"9566","son",0,0,0,0
"9567","igualiticos",0,0,0,0
"9568","c",0,0,0,0
"9569","modos",0,0,0,0
"9570","muy",1,0,0,0
"9571","bonitos",0,0,1,0
"9572","los",0,0,0,0
"9573","recomiendo",0,0,1,0
"9574","u",0,0,0,0
"9575","2714",0,0,0,0
"9576","s",0,0,0,0
"9577","recomiendo",0,0,1,0
"9578","este",0,0,0,0
"9579","producto",0,0,0,0
"9580","publicada",0,0,0,0
"9581","originalmente",0,0,0,0
"9582","en",0,0,0,0
"9583","reebok.com",0,0,0,0
"9584","lleg",0,0,0,0
"9585","antes",0,0,0,0
"9586","de",0,0,0,0
"9587","la",0,0,0,0
"9588","fecha",0,0,0,0
"9589","indicada",0,0,1,0
"9590","es",0,0,0,0
"9591","muy",1,0,0,0
"9592","liviano",0,0,0,0
"9593","y",0,0,0,0
"9594","c",0,0,0,0
"9595","modo",0,0,0,0
"9596","tiene",0,0,0,0
"9597","una",0,0,0,0
"9598","textura",0,0,0,0
"9599","agradable",0,4,1,0
"9600","y",0,0,0,0
"9601","se",0,0,0,0
"9602","nota",0,0,0,0
"9603","que",0,0,0,0
"9604","es",0,0,0,0
"9605","de",0,0,0,0
"9606","una",0,0,0,0
"9607","calidad",0,0,0,0
"9608","superior",0,2,1,0
"9609","con",0,0,0,0
"9610","respecto",0,0,0,0
"9611","a",0,0,0,0
"9612","los",0,0,0,0
"9613","colchones",0,0,0,0
"9614","tradicionales",0,0,0,0
"9615","u",0,0,0,0
"9616","2714",0,0,0,0
"9617","s",0,0,0,0
"9618","recomiendo",0,0,1,0
"9619","este",0,0,0,0
"9620","producto",0,0,0,0
"9621","lo",0,0,0,0
"9622","compr",0,0,0,0
"9623","para",0,0,0,0
"9624","mi",0,0,0,0
"9625","hija",0,1,0,0
"9626","es",0,0,0,0
"9627","perfecto",0,1,1,0
"9628","u",0,0,0,0
"9629","2714",0,0,0,0
"9630","s",0,0,0,0
"9631","recomiendo",0,0,1,0
"9632","este",0,0,0,0
"9633","producto",0,0,0,0
"9634","muy",1,0,0,0
"9635","practica",0,0,0,0
"9636","para",0,0,0,0
"9637","ahorrar",0,0,1,0
"9638","espacio",0,0,0,0
"9639","u",0,0,0,0
"9640","2714",0,0,0,0
"9641","s",0,0,0,0
"9642","recomiendo",0,0,1,0
"9643","este",0,0,0,0
"9644","producto",0,0,0,0
"9645","ped",0,0,0,0
"9646","el",0,0,0,0
"9647","negro",3,0,0,0
"9648","y",0,0,0,0
"9649","el",0,0,0,0
"9650","azul",0,0,0,0
"9651","obscuro",0,0,0,0
"9652","pero",0,0,0,0
"9653","me",0,0,0,0
"9654","lleg",0,0,0,0
"9655","el",0,0,0,0
"9656","azul",0,0,0,0
"9657","claro",0,0,0,0
"9658","el",0,0,0,0
"9659","negro",3,0,0,0
"9660","es",0,0,0,0
"9661","perfecto",0,1,1,0
"9662","tiene",0,0,0,0
"9663","una",0,0,0,0
"9664","buena",0,0,1,0
"9665","tela",0,0,0,0
"9666","gruesa",0,0,0,0
"9667","y",0,0,0,0
"9668","resistente",1,2,1,0
"9669","el",0,0,0,0
"9670","bordado",0,0,0,0
"9671","precioso",0,2,1,0
"9672","son",0,0,0,0
"9673","mucho",0,0,0,0
"9674","m",0,0,0,0
"9675","s",0,0,0,0
"9676","lindos",0,0,1,0
"9677","que",0,0,0,0
"9678","en",0,0,0,0
"9679","la",0,0,0,0
"9680","foto",0,0,0,0
"9681","el",0,0,0,0
"9682","azul",0,0,0,0
"9683","claro",0,0,0,0
"9684","es",0,0,0,0
"9685","bonito",0,0,1,0
"9686","la",0,0,0,0
"9687","tela",0,0,0,0
"9688","no",0,0,0,0
"9689","es",0,0,0,0
"9690","tan",0,0,0,0
"9691","gruesa",0,0,0,0
"9692","como",0,0,0,0
"9693","el",0,0,0,0
"9694","del",0,0,0,0
"9695","negro",3,0,0,0
"9696","queda",0,0,0,0
"9697","super",0,0,1,0
"9698","bien",0,0,1,0
"9699","y",0,0,0,0
"9700","es",0,0,0,0
"9701","super",0,0,1,0
"9702","favorecedor",0,0,0,0
"9703","no",0,0,0,0
"9704","s",0,0,0,0
"9705","si",0,0,0,0
"9706","sea",0,0,0,0
"9707","el",0,0,0,0
"9708","tipo",0,0,0,0
"9709","de",0,0,0,0
"9710","tela",0,0,0,0
"9711","pero",0,0,0,0
"9712","de",0,0,0,0
"9713","piernas",0,0,0,0
"9714","y",0,0,0,0
"9715","de",0,0,0,0
"9716","tobillo",0,0,0,0
"9717","me",0,0,0,0
"9718","queda",0,0,0,0
"9719","un",0,0,0,0
"9720","poco",0,0,0,0
